"site","year","plot","totcov","symbol","aerial_cover","block","paddock","drought","grazing_category","grazing_treatment","livestock_util_2019","livestock_util_2020","livestock_util_2021","rel_brome_cov"
"TB",2019,5,70,"BRAR",20,"1","2",50,"HHMMM","heavy",70,70,50,28.5714285714286
"TB",2019,6,70.75,"BRTE",35,"1","2",25,"HHMMM","heavy",70,70,50,49.469964664311
"TB",2019,6,70.75,"BRAR",0.25,"1","2",25,"HHMMM","heavy",70,70,50,0.353356890459364
"TB",2019,7,70.5,"BRTE",1,"1","3",0,"MLLMM","destock",50,30,30,1.41843971631206
"TB",2019,7,70.5,"BRAR",5,"1","3",0,"MLLMM","destock",50,30,30,7.09219858156028
"TB",2019,8,64.25,"BRTE",0,"1","3",75,"MLLMM","destock",50,30,30,0
"TB",2019,8,64.25,"BRAR",0.5,"1","3",75,"MLLMM","destock",50,30,30,0.778210116731518
"TB",2019,9,59,"BRTE",0.25,"1","3",0,"MLLMM","destock",50,30,30,0.423728813559322
"TB",2019,9,59,"BRAR",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,10,65,"BRTE",0,"1","3",99,"MLLMM","destock",50,30,30,0
"TB",2019,10,65,"BRAR",0.5,"1","3",99,"MLLMM","destock",50,30,30,0.769230769230769
"TB",2019,11,67.5,"BRTE",0,"1","3",50,"MLLMM","destock",50,30,30,0
"TB",2019,11,67.5,"BRAR",10,"1","3",50,"MLLMM","destock",50,30,30,14.8148148148148
"TB",2019,12,43.25,"BRTE",0,"1","3",25,"MLLMM","destock",50,30,30,0
"TB",2019,12,43.25,"BRAR",0.25,"1","3",25,"MLLMM","destock",50,30,30,0.578034682080925
"TB",2019,13,60,"BRTE",0.25,"1","1",50,"MMMMM","stable",50,50,50,0.416666666666667
"TB",2019,13,60,"BRAR",27,"1","1",50,"MMMMM","stable",50,50,50,45
"TB",2019,14,44.75,"BRTE",0.25,"1","1",75,"MMMMM","stable",50,50,50,0.558659217877095
"TB",2019,14,44.75,"BRAR",3,"1","1",75,"MMMMM","stable",50,50,50,6.70391061452514
"TB",2019,15,78.25,"BRTE",60,"1","1",0,"MMMMM","stable",50,50,50,76.6773162939297
"TB",2019,15,78.25,"BRAR",12,"1","1",0,"MMMMM","stable",50,50,50,15.3354632587859
"TB",2019,16,65.5,"BRTE",1,"1","1",25,"MMMMM","stable",50,50,50,1.52671755725191
"TB",2019,16,65.5,"BRAR",30,"1","1",25,"MMMMM","stable",50,50,50,45.8015267175573
"TB",2019,17,62.75,"BRTE",0.25,"1","1",0,"MMMMM","stable",50,50,50,0.398406374501992
"TB",2019,17,62.75,"BRAR",8,"1","1",0,"MMMMM","stable",50,50,50,12.7490039840637
"TB",2019,18,55.5,"BRTE",0,"1","1",99,"MMMMM","stable",50,50,50,0
"TB",2019,18,55.5,"BRAR",3,"1","1",99,"MMMMM","stable",50,50,50,5.40540540540541
"TB",2019,19,74.25,"BRTE",0,"2","2",50,"HHMMM","heavy",70,70,50,0
"TB",2019,19,74.25,"BRAR",8,"2","2",50,"HHMMM","heavy",70,70,50,10.7744107744108
"TB",2019,20,32.5,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2019,20,32.5,"BRAR",0.25,"2","2",0,"HHMMM","heavy",70,70,50,0.769230769230769
"TB",2019,21,70.75,"BRTE",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2019,21,70.75,"BRAR",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2019,22,59.75,"BRTE",0.25,"2","2",75,"HHMMM","heavy",70,70,50,0.418410041841004
"TB",2019,22,59.75,"BRAR",0,"2","2",75,"HHMMM","heavy",70,70,50,0
"TB",2019,23,54,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2019,23,54,"BRAR",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2019,24,54.25,"BRTE",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2019,24,54.25,"BRAR",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2019,25,59.25,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2019,25,59.25,"BRAR",0.5,"2","1",0,"MMMMM","stable",50,50,50,0.843881856540084
"TB",2019,26,65.5,"BRTE",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2019,26,65.5,"BRAR",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2019,27,55.5,"BRTE",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2019,27,55.5,"BRAR",0.25,"2","1",50,"MMMMM","stable",50,50,50,0.45045045045045
"TB",2019,28,70,"BRTE",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2019,28,70,"BRAR",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2019,29,62,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2019,29,62,"BRAR",0.25,"2","1",0,"MMMMM","stable",50,50,50,0.403225806451613
"TB",2019,30,57.75,"BRTE",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2019,30,57.75,"BRAR",0.25,"2","1",25,"MMMMM","stable",50,50,50,0.432900432900433
"TB",2019,31,54,"BRTE",0,"2","3",99,"MLLMM","destock",50,30,30,0
"TB",2019,31,54,"BRAR",0.5,"2","3",99,"MLLMM","destock",50,30,30,0.925925925925926
"TB",2019,32,57.75,"BRTE",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2019,32,57.75,"BRAR",0.25,"2","3",25,"MLLMM","destock",50,30,30,0.432900432900433
"TB",2019,33,67.25,"BRTE",0,"2","3",75,"MLLMM","destock",50,30,30,0
"TB",2019,33,67.25,"BRAR",3,"2","3",75,"MLLMM","destock",50,30,30,4.46096654275093
"TB",2019,34,58.75,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,34,58.75,"BRAR",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,35,62.75,"BRTE",0,"2","3",50,"MLLMM","destock",50,30,30,0
"TB",2019,35,62.75,"BRAR",0.25,"2","3",50,"MLLMM","destock",50,30,30,0.398406374501992
"TB",2019,36,44.25,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,36,44.25,"BRAR",0.25,"2","3",0,"MLLMM","destock",50,30,30,0.564971751412429
"TB",2019,37,78.5,"BRTE",0,"3","3",75,"MLLMM","destock",50,30,30,0
"TB",2019,37,78.5,"BRAR",1,"3","3",75,"MLLMM","destock",50,30,30,1.27388535031847
"TB",2019,38,91.75,"BRTE",0,"3","3",25,"MLLMM","destock",50,30,30,0
"TB",2019,38,91.75,"BRAR",8,"3","3",25,"MLLMM","destock",50,30,30,8.71934604904632
"TB",2019,39,71.75,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,39,71.75,"BRAR",1,"3","3",0,"MLLMM","destock",50,30,30,1.39372822299652
"TB",2019,40,77.5,"BRTE",0,"3","3",99,"MLLMM","destock",50,30,30,0
"TB",2019,40,77.5,"BRAR",50,"3","3",99,"MLLMM","destock",50,30,30,64.5161290322581
"TB",2019,41,51.75,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2019,41,51.75,"BRAR",15,"3","3",0,"MLLMM","destock",50,30,30,28.9855072463768
"TB",2019,42,54,"BRTE",0,"3","3",50,"MLLMM","destock",50,30,30,0
"TB",2019,42,54,"BRAR",3,"3","3",50,"MLLMM","destock",50,30,30,5.55555555555556
"TB",2019,43,53.25,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2019,43,53.25,"BRAR",5,"3","2",0,"HHMMM","heavy",70,70,50,9.38967136150235
"TB",2019,44,79,"BRTE",0,"3","2",25,"HHMMM","heavy",70,70,50,0
"TB",2019,44,79,"BRAR",6,"3","2",25,"HHMMM","heavy",70,70,50,7.59493670886076
"TB",2019,45,49.25,"BRTE",0,"3","2",50,"HHMMM","heavy",70,70,50,0
"TB",2019,45,49.25,"BRAR",0.5,"3","2",50,"HHMMM","heavy",70,70,50,1.01522842639594
"TB",2019,46,37.5,"BRTE",0,"3","2",75,"HHMMM","heavy",70,70,50,0
"TB",2019,46,37.5,"BRAR",0,"3","2",75,"HHMMM","heavy",70,70,50,0
"TB",2019,47,44.25,"BRTE",0,"3","2",99,"HHMMM","heavy",70,70,50,0
"TB",2019,47,44.25,"BRAR",1,"3","2",99,"HHMMM","heavy",70,70,50,2.25988700564972
"TB",2019,48,46,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2019,48,46,"BRAR",0.5,"3","2",0,"HHMMM","heavy",70,70,50,1.08695652173913
"TB",2019,49,52.5,"BRTE",0,"3","1",50,"MMMMM","stable",50,50,50,0
"TB",2019,49,52.5,"BRAR",5,"3","1",50,"MMMMM","stable",50,50,50,9.52380952380952
"TB",2019,50,27,"BRTE",0,"3","1",25,"MMMMM","stable",50,50,50,0
"TB",2019,50,27,"BRAR",7,"3","1",25,"MMMMM","stable",50,50,50,25.9259259259259
"TB",2019,51,37.5,"BRTE",0,"3","1",99,"MMMMM","stable",50,50,50,0
"TB",2019,51,37.5,"BRAR",6,"3","1",99,"MMMMM","stable",50,50,50,16
"TB",2019,52,36,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2019,52,36,"BRAR",2,"3","1",0,"MMMMM","stable",50,50,50,5.55555555555556
"TB",2019,53,23.75,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2019,53,23.75,"BRAR",2,"3","1",0,"MMMMM","stable",50,50,50,8.42105263157895
"TB",2019,54,23.5,"BRTE",0,"3","1",75,"MMMMM","stable",50,50,50,0
"TB",2019,54,23.5,"BRAR",2,"3","1",75,"MMMMM","stable",50,50,50,8.51063829787234
"TB",2020,1,39.25,"BRAR",0.25,"1","2",75,"HHMMM","heavy",70,70,50,0.636942675159236
"TB",2020,1,39.25,"BRTE",3,"1","2",75,"HHMMM","heavy",70,70,50,7.64331210191083
"TB",2020,2,54,"BRAR",0.25,"1","2",99,"HHMMM","heavy",70,70,50,0.462962962962963
"TB",2020,2,54,"BRTE",0.25,"1","2",99,"HHMMM","heavy",70,70,50,0.462962962962963
"TB",2020,3,54,"BRAR",0.5,"1","2",0,"HHMMM","heavy",70,70,50,0.925925925925926
"TB",2020,3,54,"BRTE",0.5,"1","2",0,"HHMMM","heavy",70,70,50,0.925925925925926
"TB",2020,4,51.25,"BRAR",0.5,"1","2",0,"HHMMM","heavy",70,70,50,0.975609756097561
"TB",2020,4,51.25,"BRTE",1,"1","2",0,"HHMMM","heavy",70,70,50,1.95121951219512
"TB",2020,5,40,"BRAR",0.25,"1","2",50,"HHMMM","heavy",70,70,50,0.625
"TB",2020,5,40,"BRTE",15,"1","2",50,"HHMMM","heavy",70,70,50,37.5
"TB",2020,6,52,"BRAR",0,"1","2",25,"HHMMM","heavy",70,70,50,0
"TB",2020,6,52,"BRTE",20,"1","2",25,"HHMMM","heavy",70,70,50,38.4615384615385
"TB",2020,7,64.5,"BRAR",0.25,"1","3",0,"MLLMM","destock",50,30,30,0.387596899224806
"TB",2020,7,64.5,"BRTE",1,"1","3",0,"MLLMM","destock",50,30,30,1.55038759689922
"TB",2020,8,72,"BRAR",0,"1","3",75,"MLLMM","destock",50,30,30,0
"TB",2020,8,72,"BRTE",0,"1","3",75,"MLLMM","destock",50,30,30,0
"TB",2020,9,70.75,"BRAR",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,9,70.75,"BRTE",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,10,71.25,"BRAR",0,"1","3",99,"MLLMM","destock",50,30,30,0
"TB",2020,10,71.25,"BRTE",0,"1","3",99,"MLLMM","destock",50,30,30,0
"TB",2020,11,68,"BRAR",0.25,"1","3",50,"MLLMM","destock",50,30,30,0.367647058823529
"TB",2020,11,68,"BRTE",0,"1","3",50,"MLLMM","destock",50,30,30,0
"TB",2020,12,49,"BRAR",0.25,"1","3",25,"MLLMM","destock",50,30,30,0.510204081632653
"TB",2020,12,49,"BRTE",0,"1","3",25,"MLLMM","destock",50,30,30,0
"TB",2020,13,46,"BRAR",5.25,"1","1",50,"MMMMM","stable",50,50,50,11.4130434782609
"TB",2020,13,46,"BRTE",0.25,"1","1",50,"MMMMM","stable",50,50,50,0.543478260869565
"TB",2020,14,55.25,"BRAR",2.25,"1","1",75,"MMMMM","stable",50,50,50,4.07239819004525
"TB",2020,14,55.25,"BRTE",1,"1","1",75,"MMMMM","stable",50,50,50,1.80995475113122
"TB",2020,15,59.75,"BRAR",1,"1","1",0,"MMMMM","stable",50,50,50,1.67364016736402
"TB",2020,15,59.75,"BRTE",45,"1","1",0,"MMMMM","stable",50,50,50,75.3138075313807
"TB",2020,16,67.5,"BRAR",10.25,"1","1",25,"MMMMM","stable",50,50,50,15.1851851851852
"TB",2020,16,67.5,"BRTE",6,"1","1",25,"MMMMM","stable",50,50,50,8.88888888888889
"TB",2020,17,41.75,"BRAR",7.25,"1","1",0,"MMMMM","stable",50,50,50,17.3652694610778
"TB",2020,17,41.75,"BRTE",4,"1","1",0,"MMMMM","stable",50,50,50,9.58083832335329
"TB",2020,18,49.75,"BRAR",1.25,"1","1",99,"MMMMM","stable",50,50,50,2.51256281407035
"TB",2020,18,49.75,"BRTE",0,"1","1",99,"MMMMM","stable",50,50,50,0
"TB",2020,19,49,"BRAR",0.25,"2","2",50,"HHMMM","heavy",70,70,50,0.510204081632653
"TB",2020,19,49,"BRTE",0,"2","2",50,"HHMMM","heavy",70,70,50,0
"TB",2020,20,40.25,"BRAR",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,20,40.25,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,21,61,"BRAR",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2020,21,61,"BRTE",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2020,22,63.5,"BRAR",0,"2","2",75,"HHMMM","heavy",70,70,50,0
"TB",2020,22,63.5,"BRTE",0,"2","2",75,"HHMMM","heavy",70,70,50,0
"TB",2020,23,47.25,"BRAR",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,23,47.25,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,24,56.25,"BRAR",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2020,24,56.25,"BRTE",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2020,25,60,"BRAR",0.25,"2","1",0,"MMMMM","stable",50,50,50,0.416666666666667
"TB",2020,25,60,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2020,26,58.75,"BRAR",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2020,26,58.75,"BRTE",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2020,27,56.25,"BRAR",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2020,27,56.25,"BRTE",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2020,28,69.5,"BRAR",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2020,28,69.5,"BRTE",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2020,29,47,"BRAR",0.25,"2","1",0,"MMMMM","stable",50,50,50,0.531914893617021
"TB",2020,29,47,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2020,30,65,"BRAR",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2020,30,65,"BRTE",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2020,31,70.25,"BRAR",0.25,"2","3",99,"MLLMM","destock",50,30,30,0.355871886120996
"TB",2020,31,70.25,"BRTE",0,"2","3",99,"MLLMM","destock",50,30,30,0
"TB",2020,32,61.75,"BRAR",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2020,32,61.75,"BRTE",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2020,33,65.25,"BRAR",0.25,"2","3",75,"MLLMM","destock",50,30,30,0.383141762452107
"TB",2020,33,65.25,"BRTE",0,"2","3",75,"MLLMM","destock",50,30,30,0
"TB",2020,34,62.5,"BRAR",0.25,"2","3",0,"MLLMM","destock",50,30,30,0.4
"TB",2020,34,62.5,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,35,64.25,"BRAR",0.25,"2","3",50,"MLLMM","destock",50,30,30,0.389105058365759
"TB",2020,35,64.25,"BRTE",0,"2","3",50,"MLLMM","destock",50,30,30,0
"TB",2020,36,54,"BRAR",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,36,54,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,37,72.75,"BRAR",0.25,"3","3",75,"MLLMM","destock",50,30,30,0.343642611683849
"TB",2020,37,72.75,"BRTE",0,"3","3",75,"MLLMM","destock",50,30,30,0
"TB",2020,38,88.25,"BRAR",1.5,"3","3",25,"MLLMM","destock",50,30,30,1.69971671388102
"TB",2020,38,88.25,"BRTE",0,"3","3",25,"MLLMM","destock",50,30,30,0
"TB",2020,39,72.25,"BRAR",0.5,"3","3",0,"MLLMM","destock",50,30,30,0.69204152249135
"TB",2020,39,72.25,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,40,79.75,"BRAR",18,"3","3",99,"MLLMM","destock",50,30,30,22.5705329153605
"TB",2020,40,79.75,"BRTE",0,"3","3",99,"MLLMM","destock",50,30,30,0
"TB",2020,41,45,"BRAR",2,"3","3",0,"MLLMM","destock",50,30,30,4.44444444444444
"TB",2020,41,45,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2020,42,41,"BRAR",1.25,"3","3",50,"MLLMM","destock",50,30,30,3.04878048780488
"TB",2020,42,41,"BRTE",0,"3","3",50,"MLLMM","destock",50,30,30,0
"TB",2020,43,41.25,"BRAR",0.5,"3","2",0,"HHMMM","heavy",70,70,50,1.21212121212121
"TB",2020,43,41.25,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,44,62.5,"BRAR",0.25,"3","2",25,"HHMMM","heavy",70,70,50,0.4
"TB",2020,44,62.5,"BRTE",0,"3","2",25,"HHMMM","heavy",70,70,50,0
"TB",2020,45,29.75,"BRAR",0,"3","2",50,"HHMMM","heavy",70,70,50,0
"TB",2020,45,29.75,"BRTE",0,"3","2",50,"HHMMM","heavy",70,70,50,0
"TB",2020,46,35.75,"BRAR",0,"3","2",75,"HHMMM","heavy",70,70,50,0
"TB",2020,46,35.75,"BRTE",0,"3","2",75,"HHMMM","heavy",70,70,50,0
"TB",2020,47,40.25,"BRAR",0.25,"3","2",99,"HHMMM","heavy",70,70,50,0.62111801242236
"TB",2020,47,40.25,"BRTE",0,"3","2",99,"HHMMM","heavy",70,70,50,0
"TB",2020,48,34.25,"BRAR",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,48,34.25,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2020,49,60,"BRAR",10.5,"3","1",50,"MMMMM","stable",50,50,50,17.5
"TB",2020,49,60,"BRTE",0,"3","1",50,"MMMMM","stable",50,50,50,0
"TB",2020,50,44,"BRAR",2,"3","1",25,"MMMMM","stable",50,50,50,4.54545454545455
"TB",2020,50,44,"BRTE",0,"3","1",25,"MMMMM","stable",50,50,50,0
"TB",2020,51,68.5,"BRAR",5,"3","1",99,"MMMMM","stable",50,50,50,7.2992700729927
"TB",2020,51,68.5,"BRTE",0,"3","1",99,"MMMMM","stable",50,50,50,0
"TB",2020,52,29,"BRAR",0.5,"3","1",0,"MMMMM","stable",50,50,50,1.72413793103448
"TB",2020,52,29,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2020,53,27.5,"BRAR",1,"3","1",0,"MMMMM","stable",50,50,50,3.63636363636364
"TB",2020,53,27.5,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2020,54,29,"BRAR",0.5,"3","1",75,"MMMMM","stable",50,50,50,1.72413793103448
"TB",2020,54,29,"BRTE",0,"3","1",75,"MMMMM","stable",50,50,50,0
"TB",2021,1,40.75,"BRTE",16,"1","2",75,"HHMMM","heavy",70,70,50,39.2638036809816
"TB",2021,1,40.75,"BRAR",1,"1","2",75,"HHMMM","heavy",70,70,50,2.45398773006135
"TB",2021,2,41.25,"BRTE",1,"1","2",99,"HHMMM","heavy",70,70,50,2.42424242424242
"TB",2021,2,41.25,"BRAR",0.25,"1","2",99,"HHMMM","heavy",70,70,50,0.606060606060606
"TB",2021,3,51.75,"BRTE",2,"1","2",0,"HHMMM","heavy",70,70,50,3.86473429951691
"TB",2021,3,51.75,"BRAR",0.25,"1","2",0,"HHMMM","heavy",70,70,50,0.483091787439614
"TB",2021,4,43,"BRTE",4,"1","2",0,"HHMMM","heavy",70,70,50,9.30232558139535
"TB",2021,4,43,"BRAR",3,"1","2",0,"HHMMM","heavy",70,70,50,6.97674418604651
"TB",2021,5,67.25,"BRTE",27,"1","2",50,"HHMMM","heavy",70,70,50,40.1486988847584
"TB",2021,5,67.25,"BRAR",17,"1","2",50,"HHMMM","heavy",70,70,50,25.2788104089219
"TB",2021,6,63.5,"BRTE",35,"1","2",25,"HHMMM","heavy",70,70,50,55.1181102362205
"TB",2021,6,63.5,"BRAR",0,"1","2",25,"HHMMM","heavy",70,70,50,0
"TB",2021,7,55.5,"BRTE",0.5,"1","3",0,"MLLMM","destock",50,30,30,0.900900900900901
"TB",2021,7,55.5,"BRAR",6,"1","3",0,"MLLMM","destock",50,30,30,10.8108108108108
"TB",2021,8,48.25,"BRTE",0.25,"1","3",75,"MLLMM","destock",50,30,30,0.518134715025907
"TB",2021,8,48.25,"BRAR",0.5,"1","3",75,"MLLMM","destock",50,30,30,1.03626943005181
"TB",2021,9,48.5,"BRTE",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,9,48.5,"BRAR",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,10,24.75,"BRTE",0.25,"1","3",99,"MLLMM","destock",50,30,30,1.01010101010101
"TB",2021,10,24.75,"BRAR",3,"1","3",99,"MLLMM","destock",50,30,30,12.1212121212121
"TB",2021,11,31.5,"BRTE",0.25,"1","3",50,"MLLMM","destock",50,30,30,0.793650793650794
"TB",2021,11,31.5,"BRAR",2,"1","3",50,"MLLMM","destock",50,30,30,6.34920634920635
"TB",2021,12,37.75,"BRTE",0.25,"1","3",25,"MLLMM","destock",50,30,30,0.662251655629139
"TB",2021,12,37.75,"BRAR",0.5,"1","3",25,"MLLMM","destock",50,30,30,1.32450331125828
"TB",2021,13,37.5,"BRTE",2,"1","1",50,"MMMMM","stable",50,50,50,5.33333333333333
"TB",2021,13,37.5,"BRAR",3,"1","1",50,"MMMMM","stable",50,50,50,8
"TB",2021,14,39.5,"BRTE",1,"1","1",75,"MMMMM","stable",50,50,50,2.53164556962025
"TB",2021,14,39.5,"BRAR",6,"1","1",75,"MMMMM","stable",50,50,50,15.1898734177215
"TB",2021,15,60,"BRTE",52,"1","1",0,"MMMMM","stable",50,50,50,86.6666666666667
"TB",2021,15,60,"BRAR",1,"1","1",0,"MMMMM","stable",50,50,50,1.66666666666667
"TB",2021,16,51.5,"BRTE",15,"1","1",25,"MMMMM","stable",50,50,50,29.126213592233
"TB",2021,16,51.5,"BRAR",25,"1","1",25,"MMMMM","stable",50,50,50,48.5436893203884
"TB",2021,17,45,"BRTE",3,"1","1",0,"MMMMM","stable",50,50,50,6.66666666666667
"TB",2021,17,45,"BRAR",12,"1","1",0,"MMMMM","stable",50,50,50,26.6666666666667
"TB",2021,18,25,"BRTE",0.25,"1","1",99,"MMMMM","stable",50,50,50,1
"TB",2021,18,25,"BRAR",2,"1","1",99,"MMMMM","stable",50,50,50,8
"TB",2021,19,48.25,"BRTE",0,"2","2",50,"HHMMM","heavy",70,70,50,0
"TB",2021,19,48.25,"BRAR",1,"2","2",50,"HHMMM","heavy",70,70,50,2.07253886010363
"TB",2021,20,24,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2021,20,24,"BRAR",0.5,"2","2",0,"HHMMM","heavy",70,70,50,2.08333333333333
"TB",2021,21,49.25,"BRTE",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2021,21,49.25,"BRAR",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2021,22,51.75,"BRTE",0,"2","2",75,"HHMMM","heavy",70,70,50,0
"TB",2021,22,51.75,"BRAR",0,"2","2",75,"HHMMM","heavy",70,70,50,0
"TB",2021,23,59.5,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2021,23,59.5,"BRAR",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2021,24,38,"BRTE",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2021,24,38,"BRAR",0,"2","2",25,"HHMMM","heavy",70,70,50,0
"TB",2021,25,36,"BRTE",0.25,"2","1",0,"MMMMM","stable",50,50,50,0.694444444444444
"TB",2021,25,36,"BRAR",0.5,"2","1",0,"MMMMM","stable",50,50,50,1.38888888888889
"TB",2021,26,32.5,"BRTE",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2021,26,32.5,"BRAR",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2021,27,30.25,"BRTE",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2021,27,30.25,"BRAR",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2021,28,38.25,"BRTE",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2021,28,38.25,"BRAR",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2021,29,44,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2021,29,44,"BRAR",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2021,30,64.5,"BRTE",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2021,30,64.5,"BRAR",0.25,"2","1",25,"MMMMM","stable",50,50,50,0.387596899224806
"TB",2021,31,44.5,"BRTE",0,"2","3",99,"MLLMM","destock",50,30,30,0
"TB",2021,31,44.5,"BRAR",0.5,"2","3",99,"MLLMM","destock",50,30,30,1.12359550561798
"TB",2021,32,40.5,"BRTE",0.25,"2","3",25,"MLLMM","destock",50,30,30,0.617283950617284
"TB",2021,32,40.5,"BRAR",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2021,33,23,"BRTE",2,"2","3",75,"MLLMM","destock",50,30,30,8.69565217391304
"TB",2021,33,23,"BRAR",0.5,"2","3",75,"MLLMM","destock",50,30,30,2.17391304347826
"TB",2021,34,44,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,34,44,"BRAR",0.25,"2","3",0,"MLLMM","destock",50,30,30,0.568181818181818
"TB",2021,35,28.75,"BRTE",0,"2","3",50,"MLLMM","destock",50,30,30,0
"TB",2021,35,28.75,"BRAR",0,"2","3",50,"MLLMM","destock",50,30,30,0
"TB",2021,36,40.25,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,36,40.25,"BRAR",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,37,52.25,"BRTE",0,"3","3",75,"MLLMM","destock",50,30,30,0
"TB",2021,37,52.25,"BRAR",2,"3","3",75,"MLLMM","destock",50,30,30,3.82775119617225
"TB",2021,38,40,"BRTE",0,"3","3",25,"MLLMM","destock",50,30,30,0
"TB",2021,38,40,"BRAR",8,"3","3",25,"MLLMM","destock",50,30,30,20
